URL,Last crawled
https://www.unrealshot.com/ai-christmas-photoshoot,2026-08-16
https://www.unrealshot.com/ai-glamour-photoshoot,2026-08-16
https://www.unrealshot.com/vintage-photoshoot,2026-08-16
https://www.unrealshot.com/ai-chef-headshots,2026-08-12
https://www.unrealshot.com/ai-influencer-generator,2026-07-20

need to clear completley from the site , dont know how, may be 410
